MAC,Alt,Lat,Lon
5a:b0:ce:33:a4:d6,34.67109658376188,32.16815541949311,34.80222002898608
04:bd:88:00:fc:00,18.78940483976455,17.3078147442773,18.686001506867232
5a:b0:ce:33:a4:d6,34.67109658376188,32.16815541949311,34.80222002898608
04:bd:88:00:fc:00,18.78940483976455,17.3078147442773,18.686001506867232
28:80:23:cf:e9:c4,18.375257292923553,16.928159464546805,18.274261248917593
28:80:23:cf:e9:c4,18.375257292923553,16.928159464546805,18.274261248917593
54:e6:fc:b5:14:c2,17.77171827898054,16.375332589750613,17.673172610030143
54:e6:fc:b5:14:c2,17.77171827898054,16.375332589750613,17.673172610030143
6c:b0:ce:e8:2a:50,26.970316306069076,26.002298205981372,28.11281713235588
6c:b0:ce:e8:2a:50,26.970316306069076,26.002298205981372,28.11281713235588
74:da:38:30:26:6f,27.674651572727548,25.45416703047343,27.51804631415905
74:da:38:30:26:6f,27.674651572727548,25.45416703047343,27.51804631415905
d4:68:4d:79:27:a3,30.636228394240888,27.303532886831874,29.5266610546173
d4:68:4d:79:27:a3,30.636228394240888,27.303532886831874,29.5266610546173
e4:8d:8c:7f:3d:0d,25.028193574530018,32.16788581369014,34.8096002130805
fc:b4:e6:d1:a8:ce,18.508422397999567,25.27131725226289,27.327936431998772
6c:3b:6b:76:4e:e1,11.352941176470587,15.667240630588232,16.910388555294116
90:6c:ac:21:35:8b,19.48975574769227,25.452744682374863,27.52517673567318
a2:3d:cf:fb:0c:b8,11.326764779246696,14.994165247193813,16.179622335245693
00:50:7f:f1:18:64,30.32588985978295,19.763424952682712,21.350310234178956
00:50:7f:f1:18:64,30.32588985978295,19.763424952682712,21.350310234178956
d4:6e:0e:cf:bc:ca,30.832764927613425,25.701915590528483,27.791038340329113
d4:6e:0e:cf:bc:ca,30.832764927613425,25.701915590528483,27.791038340329113
48:ee:0c:3d:1d:6c,37.899873282798936,26.164247164976793,28.291251828500332
48:ee:0c:3d:1d:6c,37.899873282798936,26.164247164976793,28.291251828500332
00:78:9e:fa:b1:de,47.65007678919378,32.17248233344008,34.807724940602114
00:78:9e:fa:b1:de,47.65007678919378,32.17248233344008,34.807724940602114
d4:6e:0e:3c:2f:99,25.604865924022437,16.74279782961826,18.074218624509996
00:1d:aa:0f:59:f0,25.604865924022437,16.74279782961826,18.074218624509996
10:fe:ed:62:9e:5c,16.289125588446723,26.844760482575264,29.038250997628037
00:10:f3:64:7f:a0,16.331109376109016,16.925451888423588,18.278287295336785
90:a7:c1:0c:4d:14,24.76575794776961,26.415091935895997,28.574154383845297
30:46:9a:23:af:c0,15.974003466204504,16.554502021213167,17.87582597601386
1a:5b:0e:e8:56:cd,15.798574952041651,16.37227265387777,17.678116587010138
0c:84:dc:3e:43:ca,21.763094972959117,25.79706668283182,27.903718153226723
10:5a:f7:0a:2b:c1,24.16786043612727,25.931535615035397,28.049526448730916
14:cc:20:8e:97:09,15.45396145610278,16.014299495182005,17.28973432173447
10:be:f5:3a:ec:76,20.364911822851585,25.267091373457447,27.326988158339027
c4:6e:1f:54:4f:75,18.82595875093183,25.76107484132699,27.86423433349683
a4:2b:8c:9d:20:f7,20.649525998276353,17.119345293881064,18.481855790290144
a4:2b:8c:9d:20:f7,20.649525998276353,17.119345293881064,18.481855790290144
00:78:9e:fa:b1:de,47.65007678919378,32.17248233344008,34.807724940602114
00:78:9e:fa:b1:de,47.65007678919378,32.17248233344008,34.807724940602114
08:3e:5d:63:39:61,36.499238126430946,25.994953036763516,28.108068782824915
00:78:9e:fa:4e:8d,18.673276920095596,15.498143780892704,16.723619922744003
08:3e:5d:63:39:61,36.499238126430946,25.994953036763516,28.108068782824915
00:78:9e:fa:4e:8d,18.673276920095596,15.498143780892704,16.723619922744003
00:78:9e:fb:7f:c0,34.416023329970166,25.56935934944891,27.647029774189367
e8:94:f6:71:f4:5b,18.26291879613855,15.161509487791028,16.35853113912549
14:ae:db:b3:7b:65,11.85228829816388,16.374320909838307,17.676909457385584
c4:12:f5:83:3a:88,23.43093922651934,25.967719550718233,28.084815240220994
1c:b9:c4:4f:2f:08,23.42393789696542,25.507692753054624,27.58496705688299
d0:17:c2:60:e7:38,14.927535153634398,17.695685079383967,19.10934012350271
94:b4:0f:37:26:80,10.595959595959595,16.739463297979796,18.074144929292927
de:9f:db:7f:73:aa,19.448949608147228,26.367824655414836,28.518654926453504
ee:9f:db:7f:73:aa,12.510791366906474,17.30525588489208,18.688094378024847
14:ae:db:43:44:ad,17.80811682906216,25.395952239065338,27.464385123656555
28:f0:76:3d:81:f8,15.448187355258794,25.288293823435772,27.34778283249481
82:15:54:a8:8d:ef,11.725167580743449,16.19240478244972,17.48086307373552
c8:bc:c8:b7:c2:e1,10.047020699689174,15.83908397434032,17.097414860921894
8e:15:54:a8:8d:ef,11.599571734475374,16.01449586670235,17.287865814775152
14:ae:db:3a:6d:95,10.652706843718079,15.325218278345249,16.539798252298258
c4:12:f5:82:de:c6,9.733401430030643,15.32468008018386,16.539390328907047
cc:b2:55:e8:4c:e6,20.72247492403164,18.092212402657818,19.54037250821098
cc:b2:55:e8:4c:e6,20.72247492403164,18.092212402657818,19.54037250821098
30:f7:72:6e:8e:a0,29.008252579373778,32.16670771717285,34.80917592808046
30:f7:72:6e:8e:a0,29.008252579373778,32.16670771717285,34.80917592808046
a0:4f:d4:42:ba:71,18.344753747323335,16.01632626338329,17.28927968683083
00:f6:63:15:58:80,22.446286983900514,25.224642567961542,27.278256638867248
a0:4f:d4:42:ba:71,18.344753747323335,16.01632626338329,17.28927968683083
00:f6:63:15:58:80,22.446286983900514,25.224642567961542,27.278256638867248
30:f7:72:6e:8e:a0,29.008252579373778,32.16670771717285,34.80917592808046
14:ae:db:b5:94:35,18.743698924509047,25.090526252219586,27.132011736980168
cc:b2:55:68:0b:2a,19.060413354531,25.571269309197838,27.653435867248334
52:62:b8:32:9d:ec,18.748997710919962,25.029580651263768,27.06591947207264
14:ae:db:3d:b1:52,33.198369436014715,26.731954019845446,28.913257180356027
e8:1d:a8:03:91:08,31.71721623618609,26.21381480464941,28.34059585570697
e8:1d:a8:03:91:08,31.71721623618609,26.21381480464941,28.34059585570697
00:90:8f:2b:c0:5c,37.68106997570965,32.171490711989115,34.80107193768649
e0:ce:c3:8a:7b:d0,19.823529411764703,15.669110075294114,16.90646930352941
00:90:8f:2b:c0:5c,37.68106997570965,32.171490711989115,34.80107193768649
e0:ce:c3:8a:7b:d0,19.823529411764703,15.669110075294114,16.90646930352941
6c:2e:85:fe:95:f7,30.923448119047016,25.650214131805665,27.729490525454132
6c:2e:85:fe:95:f7,30.923448119047016,25.650214131805665,27.729490525454132
0c:f4:d5:7c:74:23,19.386108273748718,15.328229325331968,16.536834802349333
0c:f4:d5:7c:74:23,19.386108273748718,15.328229325331968,16.536834802349333
bc:67:1c:41:3a:03,26.23444976076555,26.226010364588355,28.354225592590335
bc:67:1c:41:3a:03,26.23444976076555,26.226010364588355,28.354225592590335
5c:b9:01:6a:8c:45,17.27843244724582,16.375478543162508,17.673213858591392
5c:b9:01:6a:8c:45,17.27843244724582,16.375478543162508,17.673213858591392
e4:f4:c6:4d:c7:5c,29.22080151950011,25.80359756013894,27.896429736269713
e4:f4:c6:4d:c7:5c,29.22080151950011,25.80359756013894,27.896429736269713
c4:12:f5:f5:45:f6,31.704356775325657,26.21118055342741,28.340854400264387
bc:f6:85:0d:5b:c0,25.06307241664853,25.272961688510023,27.321355369921985
e8:1d:a8:05:01:38,24.841550553223964,25.388091982597665,27.44593867057178
c4:12:f5:f5:45:f6,31.704356775325657,26.21118055342741,28.340854400264387
14:ae:db:3d:b1:52,33.198369436014715,26.731954019845446,28.913257180356027
14:ae:db:3d:b1:52,33.198369436014715,26.731954019845446,28.913257180356027
0a:8d:db:6e:71:26,27.833540859762522,24.802242092473573,26.819993394974148
02:8d:db:6e:71:26,14.17433276547416,15.159087532084042,16.359403107325377
06:8d:db:6e:71:26,12.6688,24.986599025007997,27.020050799120003
7c:b7:33:c0:96:6c,17.02987647227808,17.11932242803792,18.483166403332373
9c:3d:cf:1a:ad:f5,25.216893701111072,26.214411595671884,28.34906477072235
7c:b7:33:c0:96:6c,17.02987647227808,17.11932242803792,18.483166403332373
9c:3d:cf:1a:ad:f5,25.216893701111072,26.214411595671884,28.34906477072235
84:16:f9:c2:fa:6e,23.014630300283084,25.56902104733295,27.64840861893404
84:16:f9:c2:fa:6e,23.014630300283084,25.56902104733295,27.64840861893404
08:02:8e:8c:24:e0,15.935760171306205,16.01910100963597,17.28985606263383
08:02:8e:8c:24:e0,15.935760171306205,16.01910100963597,17.28985606263383
84:16:f9:e5:fa:66,12.357183418512209,15.161329885292446,16.360209340147637
e8:fc:af:99:22:43,12.357183418512209,15.161329885292446,16.360209340147637
aa:6b:ad:04:c6:a8,25.06225966064078,32.16778863434393,34.80997171914837
aa:6b:ad:04:c6:a8,25.06225966064078,32.16778863434393,34.80997171914837
b0:aa:77:f1:3a:68,40.24067873758694,32.167667666529944,34.809893394136985
b0:aa:77:f1:3a:68,40.24067873758694,32.167667666529944,34.809893394136985
78:e8:b6:69:2a:e9,32.668508287292816,25.96857361883978,28.0852606540884
06:8d:cb:6e:71:6d,32.688853646633426,26.017678464150563,28.138505278835705
78:e8:b6:69:2a:e9,32.668508287292816,25.96857361883978,28.0852606540884
06:8d:cb:6e:71:6d,32.688853646633426,26.017678464150563,28.138505278835705
0a:8d:db:6e:71:6d,30.868919140909664,32.167666812544105,34.80991099378456
02:8d:cb:6e:71:6d,36.03768668369665,32.16763309509789,34.80984148425205
74:da:38:2e:ab:c9,27.034346001316436,27.4730176865453,29.719393015864142
00:24:6c:34:dc:40,26.119443356101986,27.131014856095284,29.347857822184753
00:24:6c:34:dc:41,25.47230691696017,26.717550649064552,28.899248623634413
f8:e7:1e:2e:5f:a8,25.359095111253996,27.08289387548585,29.295244377635964
84:3d:c6:c7:eb:03,15.12688031393067,17.306834003924134,18.68981102419882
74:a2:e6:c3:77:71,26.960937357611154,26.62394259513118,28.798393356886404
ce:d7:19:0e:ff:95,16.69653368214519,17.306621446697186,18.690361093525176
84:3d:c6:c7:eb:0b,14.961505314564779,17.11593958115484,18.482726910657853
84:3d:c6:c7:eb:04,14.797998438498116,16.92720155639151,18.277982078500955
84:3d:c6:c7:eb:01,16.331109376109016,16.926993947618705,18.278519341897933
74:da:38:c3:45:a5,31.443745279201167,26.73143404564865,28.916600311060897
66:f4:25:6a:c3:a0,23.764227642276417,17.89184041734417,19.326042205962054
64:a5:c3:6a:25:f4,23.498326017409415,17.694532259802095,19.11198159839297
20:0c:c8:11:19:7e,17.742969260954872,17.305370909090907,18.690320654022237
64:a5:c3:6a:0b:a2,23.498326017409415,17.694532259802095,19.11198159839297
cc:b2:55:68:13:c0,24.87373770063136,25.976131773361917,28.098001769650004
fc:15:b4:a7:c3:d6,17.353183334516288,16.925772523245083,18.278479843849812
5a:b2:55:68:13:c1,13.121212121212121,16.738663237373736,18.075747050505047
02:10:f3:63:f7:67,34.13637432211536,32.16408020868935,34.8109151713961
48:a9:d2:86:e3:c0,16.785146615511096,16.37258215127432,17.67830244724582
82:2a:a8:4a:c9:37,22.985225109783634,32.16217808174677,34.80954678228151
30:b5:c2:bd:51:9e,12.673734098278873,14.993854200548764,16.17943492242454
dc:4a:3e:be:0a:36,37.038865329752376,32.16809108328915,34.804517496572295
dc:4a:3e:be:0a:36,37.038865329752376,32.16809108328915,34.804517496572295
c0:ac:54:f7:82:21,36.93494808379935,32.16809030195615,34.80452259445707
c0:ac:54:f7:82:21,36.93494808379935,32.16809030195615,34.80452259445707
c0:ac:54:f8:b3:93,29.602574257425747,25.446940214071287,27.514510741928717
c0:ac:54:f8:b3:93,29.602574257425747,25.446940214071287,27.514510741928717
10:fe:ed:62:9e:5c,16.289125588446723,26.844760482575264,29.038250997628037
94:b4:0f:37:26:90,19.04726385915353,25.501320975512346,27.57909526846554
70:4c:a5:13:f2:f5,20.668073341098925,25.561676025539118,27.64471688008619
88:15:44:a8:8d:ef,13.705882352941178,15.66508743058823,16.908864955294113
4e:d9:e7:59:4a:f2,10.994321408290743,15.158114321408288,16.358519118682562
08:5b:0e:5f:b0:78,10.994321408290743,15.158114321408288,16.358519118682562
ee:39:c3:92:e3:6d,10.87777500623597,14.993012838613119,16.179419400848086
0a:8d:cb:6e:71:be,34.99067855975772,32.167640145224226,34.8098923552982
0a:8d:cb:6e:71:be,34.99067855975772,32.167640145224226,34.8098923552982
94:10:3e:a8:34:a0,22.849101838019653,26.8815253956287,29.075771832029385
94:10:3e:a8:34:a0,22.849101838019653,26.8815253956287,29.075771832029385
d0:17:c2:60:e7:38,14.927535153634398,17.695685079383967,19.10934012350271
d0:17:c2:60:e7:38,14.927535153634398,17.695685079383967,19.10934012350271
8e:15:44:ac:d4:e4,28.12685180758659,26.415737682007183,28.571018514659784
8e:15:44:ac:d4:e4,28.12685180758659,26.415737682007183,28.571018514659784
90:8d:78:50:6a:12,28.87065815632331,25.68956811699097,27.77858292568322
90:8d:78:50:6a:12,28.87065815632331,25.68956811699097,27.77858292568322
16:0c:c3:ee:59:79,15.588235294117643,15.667266574117646,16.908418771764705
c8:be:19:07:58:09,15.588235294117643,15.667266574117646,16.908418771764705
16:0c:c3:ee:59:79,15.588235294117643,15.667266574117646,16.908418771764705
c8:be:19:07:58:09,15.588235294117643,15.667266574117646,16.908418771764705
b4:ee:b4:ac:ce:70,15.082907438955138,15.159201122089721,16.357360540601928
b4:ee:b4:ac:ce:70,15.082907438955138,15.159201122089721,16.357360540601928
cc:b2:55:e9:be:78,12.700182815356488,16.19447917611212,17.481713053016453
10:5a:f7:00:91:91,12.294117647058824,15.667141369411762,16.909700658823528
30:b5:c2:25:dc:ae,20.041964578964652,25.646889138222882,27.73540185245446
14:ae:db:a4:5b:a2,10.87777500623597,14.994087423796458,16.180019264654526
14:af:db:a4:5b:a2,18.585292042187817,24.85228307025626,26.873322944902938
0a:8d:db:6e:71:6d,30.868919140909664,32.167666812544105,34.80991099378456
0a:8d:db:6e:71:6d,30.868919140909664,32.167666812544105,34.80991099378456
88:dc:96:17:c1:5c,23.503794422604802,32.16174333672564,34.80917810020196
20:4e:7f:27:b9:f4,17.5469692617064,17.114573866704966,18.483281937374315
3a:12:2d:b9:ce:63,22.623376764451557,32.16174422859065,34.809181895496025
00:1e:2a:cf:f2:10,24.288353996472047,32.16241259489442,34.809693168244436
e8:50:8b:a9:ed:cc,14.008565310492504,16.014164808351172,17.289653437366162
30:91:8f:ed:72:f7,15.882759511659449,15.49385223951941,16.724902635230276
14:ae:db:38:fa:6d,15.708886618998974,15.324522888151174,16.541191119509698
74:da:38:ae:91:7b,16.49746213483199,32.16755688798784,34.80970725944454
78:e8:b6:69:2a:e9,32.668508287292816,25.96857361883978,28.0852606540884
74:da:38:ae:91:7b,16.49746213483199,32.16755688798784,34.80970725944454
78:e8:b6:69:2a:e9,32.668508287292816,25.96857361883978,28.0852606540884
c8:be:19:11:b7:73,18.968804159445405,16.558899042495664,17.871302434384745
c8:be:19:11:b7:73,18.968804159445405,16.558899042495664,17.871302434384745
cc:b2:55:e8:4c:e6,20.72247492403164,18.092212402657818,19.54037250821098
14:ae:db:3d:b1:55,18.32323927419315,25.503895892734455,27.579939389550976
f4:6b:ef:e2:2c:1f,25.372466298733947,25.504114453420605,27.579327948361335
72:0c:c8:10:c8:12,36.256875823496344,32.16748791892126,34.80685377873269
84:26:15:eb:2d:b3,25.33092619771914,25.462388638350323,27.533912021082692
64:27:37:77:d1:f3,31.034646870546833,25.105519827514648,27.148893122705843
64:27:37:77:d1:f3,31.034646870546833,25.105519827514648,27.148893122705843
e4:f4:c6:d8:e8:60,17.066115702479333,19.546599371239665,21.11250107041322
10:5a:f7:0e:5d:f5,23.90085556114746,27.27325586296612,29.493162591692315
e4:f4:c6:d8:e8:60,17.066115702479333,19.546599371239665,21.11250107041322
10:5a:f7:0e:5d:f5,23.90085556114746,27.27325586296612,29.493162591692315
c0:ff:d4:bd:96:ca,14.63206058693594,18.703418867781632,20.19965872893657
c0:ff:d4:bd:96:ca,14.63206058693594,18.703418867781632,20.19965872893657
14:ae:db:cb:03:05,27.92324424078232,32.167899640393955,34.801681102853806
14:ae:db:cb:03:05,27.92324424078232,32.167899640393955,34.801681102853806
c0:ac:54:f8:ea:e1,14.39186072464846,17.695893081764744,19.106233913548092
c0:ac:54:f8:ea:e1,14.39186072464846,17.695893081764744,19.106233913548092
c0:ac:54:f5:b1:84,19.0,17.500943492941175,18.894755132941174
c0:ac:54:f5:b1:84,19.0,17.500943492941175,18.894755132941174
e0:ce:c3:8c:2b:5a,25.501953695712746,26.331791648218026,28.47169777103461
d0:d4:12:5c:4d:4a,26.834621297706583,26.211373638719024,28.339815939939005
30:e1:71:f0:7b:52,32.48859529825025,32.167971029296694,34.80108153557155
e0:ce:c3:8c:2b:5a,25.501953695712746,26.331791648218026,28.47169777103461
d0:d4:12:5c:4d:4a,26.834621297706583,26.211373638719024,28.339815939939005
30:e1:71:f0:7b:52,32.48859529825025,32.167971029296694,34.80108153557155
04:a1:51:c4:27:6e,17.666666666666664,16.74259501515151,18.07103071212121
04:a1:51:c4:27:6e,17.666666666666664,16.74259501515151,18.07103071212121
90:f6:52:28:38:19,30.96404909971724,26.883035377721285,29.07723812160287
90:f6:52:28:38:19,30.96404909971724,26.883035377721285,29.07723812160287
c0:ac:54:f6:ae:5e,25.414303329223184,18.294004649198516,19.760109909371142
c0:ac:54:f6:ae:5e,25.414303329223184,18.294004649198516,19.760109909371142
fc:3f:db:7e:60:a6,27.040877662981682,26.50390591028626,28.66644177960602
fc:3f:db:7e:60:a6,27.040877662981682,26.50390591028626,28.66644177960602
c4:6e:1f:30:2b:7c,30.862266521342622,32.16844090075638,34.81067704225587
c4:6e:1f:30:2b:7c,30.862266521342622,32.16844090075638,34.81067704225587
6a:12:f5:f9:5e:71,29.77275164970113,26.2883124075502,28.433843285965008
6a:12:f5:f9:5e:71,29.77275164970113,26.2883124075502,28.433843285965008
72:0c:c8:10:c8:12,36.256875823496344,32.16748791892126,34.80685377873269
72:0c:c8:10:c8:12,36.256875823496344,32.16748791892126,34.80685377873269
20:0c:c8:10:c8:11,29.128172828620016,26.443163588862504,28.597972366581846
20:0c:c8:10:c8:11,29.128172828620016,26.443163588862504,28.597972366581846
50:68:0a:66:c8:45,14.473684210526311,18.495713841403504,19.979266705964907
de:9f:db:7f:73:aa,19.448949608147228,26.367824655414836,28.518654926453504
14:ae:db:43:44:ad,17.80811682906216,25.395952239065338,27.464385123656555
82:15:54:a8:8d:ef,11.725167580743449,16.19240478244972,17.48086307373552
8e:15:54:a8:8d:ef,11.599571734475374,16.01449586670235,17.287865814775152
ee:9f:db:7f:73:aa,12.510791366906474,17.30525588489208,18.688094378024847
06:8d:db:6e:71:ab,11.572012257405516,15.325779312053113,16.540288067415727
14:ae:db:3a:6d:95,10.652706843718079,15.325218278345249,16.539798252298258
10:fe:ed:62:9e:5c,16.289125588446723,26.844760482575264,29.038250997628037
00:25:86:b0:42:ae,18.967604683848233,25.68125394309614,27.773872666736818
c0:a0:bb:cc:e2:3a,21.53466441931436,26.67940166702741,28.84915907081677
08:5b:0e:8e:06:97,28.975745177018116,27.084143217924282,29.288772438185894
c0:ac:54:f7:3f:be,13.613298804173963,18.09261937756112,19.536862392566075
c0:a0:bb:cc:e2:3a,21.53466441931436,26.67940166702741,28.84915907081677
08:5b:0e:8e:06:97,28.975745177018116,27.084143217924282,29.288772438185894
c0:ac:54:f7:3f:be,13.613298804173963,18.09261937756112,19.536862392566075
00:8c:54:91:22:f1,13.675198049969529,16.194647088360753,17.477975488117
0c:f4:d5:1b:49:38,26.021799906119394,32.168418812416014,34.80036092033397
00:8c:54:91:22:f1,13.675198049969529,16.194647088360753,17.477975488117
0c:f4:d5:1b:49:38,26.021799906119394,32.168418812416014,34.80036092033397
14:ae:db:3d:b1:52,33.198369436014715,26.731954019845446,28.913257180356027
14:ae:db:3d:b1:52,33.198369436014715,26.731954019845446,28.913257180356027
90:a7:c1:14:e3:b4,29.436387758823354,25.27479001067915,27.322106147021533
08:6a:0a:22:a8:e9,29.82635851089389,25.63020903669059,27.70759596500925
24:79:2a:0e:0f:e8,29.895069355000537,25.69308631670028,27.775684901829003
90:a7:c1:14:e3:b4,29.436387758823354,25.27479001067915,27.322106147021533
08:6a:0a:22:a8:e9,29.82635851089389,25.63020903669059,27.70759596500925
24:79:2a:0e:0f:e8,29.895069355000537,25.69308631670028,27.775684901829003
5a:be:f5:43:ab:af,18.411764705882348,15.669393134117643,16.906571171764703
bc:f6:85:0d:22:cb,29.949048454788244,25.38961507399545,27.44658519839646
5a:be:f5:43:ab:af,18.411764705882348,15.669393134117643,16.906571171764703
bc:f6:85:0d:22:cb,29.949048454788244,25.38961507399545,27.44658519839646
6c:b0:ce:33:a4:d5,35.0,32.16817761715323,34.80208875046569
6c:b0:ce:33:a4:d5,35.0,32.16817761715323,34.80208875046569
e8:fc:af:92:b9:87,25.48762483045541,27.084372269734146,29.288512580130675
e8:fc:af:92:b9:87,25.48762483045541,27.084372269734146,29.288512580130675
5a:b0:ce:33:a4:d6,34.67109658376188,32.16815541949311,34.80222002898608
b4:ee:b4:a7:3e:03,28.295352786996695,26.790253280101034,28.969415179443594
5a:b0:ce:33:a4:d6,34.67109658376188,32.16815541949311,34.80222002898608
b4:ee:b4:a7:3e:03,28.295352786996695,26.790253280101034,28.969415179443594
e0:ce:c3:8c:2b:5a,25.501953695712746,26.331791648218026,28.47169777103461
c0:ac:54:f5:b1:84,19.0,17.500943492941175,18.894755132941174
e8:fc:af:9c:65:c1,18.617882415184177,15.839731593413132,17.099700114542685
e4:f4:c6:d8:e8:60,17.066115702479333,19.546599371239665,21.11250107041322
e4:f4:c6:d8:e8:60,17.066115702479333,19.546599371239665,21.11250107041322
54:64:d9:66:27:79,28.705206992207216,32.16882183945053,34.800215365534186
54:64:d9:66:27:79,28.705206992207216,32.16882183945053,34.800215365534186
0c:f4:d5:1b:e1:58,24.65512788441938,25.690461436764455,27.774708350025303
0c:f4:d5:1b:e1:58,24.65512788441938,25.690461436764455,27.774708350025303
0c:f4:d5:5b:d8:38,14.31871745683749,16.374930403946284,17.673118402850093
0c:f4:d5:5b:d8:38,14.31871745683749,16.374930403946284,17.673118402850093
d8:38:fc:65:9d:28,14.008565310492504,16.016895354389714,17.284852529978583
d4:68:4d:39:23:b8,26.238349280649825,25.807995455926893,27.902622307823368
14:ae:db:32:cf:42,16.336068160302933,18.703472152098453,20.199290748501102
14:ae:db:32:cf:42,16.336068160302933,18.703472152098453,20.199290748501102
c8:be:19:13:21:d6,26.5972481313124,24.74984971663347,26.754092519181306
c8:be:19:13:21:d6,26.5972481313124,24.74984971663347,26.754092519181306
14:ae:db:53:0c:2d,28.700917422076316,26.39360159612056,28.54238313093575
14:ae:db:53:0c:2d,28.700917422076316,26.39360159612056,28.54238313093575
ec:8e:b5:05:97:a5,35.700768297614225,26.071665525010104,28.19112329856045
ec:8e:b5:05:97:a5,35.700768297614225,26.071665525010104,28.19112329856045
48:ee:0c:3d:1d:6c,37.899873282798936,26.164247164976793,28.291251828500332
74:da:38:73:17:cf,36.99108901822732,26.274309038968877,28.410911215418263
48:ee:0c:3d:1d:6c,37.899873282798936,26.164247164976793,28.291251828500332
74:da:38:73:17:cf,36.99108901822732,26.274309038968877,28.410911215418263
90:f6:52:78:f4:cb,40.114085134385384,32.1716640509546,34.8087828925361
90:f6:52:78:f4:cb,40.114085134385384,32.1716640509546,34.8087828925361
14:ae:db:4c:d1:55,18.676767676767675,16.743551085858584,18.074560131313127
14:ae:db:4c:d1:55,18.676767676767675,16.743551085858584,18.074560131313127
5a:fe:e3:03:c7:b3,24.220491991702637,26.981024757948177,29.181643188459674
d8:fe:e3:03:c7:b1,27.369649079578814,32.16724315477314,34.80762714942116
30:e1:71:c5:17:eb,24.306138129559464,25.862409739656115,27.968364683828206
20:0c:c8:10:c8:11,29.128172828620016,26.443163588862504,28.597972366581846
74:da:38:50:ce:4c,28.540080591383195,26.39328527698595,28.54334787965207
6a:12:f5:f9:5e:71,29.77275164970113,26.2883124075502,28.433843285965008
6a:12:f5:f9:5e:71,29.77275164970113,26.2883124075502,28.433843285965008
00:02:6f:eb:a0:f4,30.825071002232306,25.149106013535754,27.198053016318212
